record_type,case_id,entity_id,evidence_id,location_id,event_id,review_id,test_id,issue_id,issue_type,description,related_entity_id,related_evidence_id,status,audit_id,action,target_type,target_id,actor,timestamp,details,case_name,case_type,priority,incident_start,incident_end,primary_location,event_type,event_time,confidence,file_name,file_type,source_type,sha256,uploaded_by,uploaded_at,processed_at,name,type,address,latitude,longitude,accuracy_m,primary_evidence_id,aliases,observation_id,observed_at,source_id,relationship_type,source_reference,relationship_source,relationship_target,ai_confidence,reason,review_note,test_area,test_action,expected_result
relationships,C-TEST-2026-001,nan,E001,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,P001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,C001,CONTAINS_ENTITY,Page 1,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E001,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,P002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,C001,CONTAINS_ENTITY,Page 1,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E001,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,C001,MENTIONS_LOCATION,Page 2,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,PH001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,USES_PHONE,Row 12,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,PH002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,USES_PHONE,Row 18,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,PH003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P003,USES_PHONE,Row 24,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,PH002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PH001,CALLS,"Rows 12,18",nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,PH003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PH002,CALLS,"Rows 18,24",nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,PH003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,89,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,PH001,CALLS,"Rows 12,24",nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E004,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,V001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,DRIVES,Row 5,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E004,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,V002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,DRIVES,Row 9,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E003,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,AC001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,OWNS,Page 4,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E003,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,AC002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,93,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,OWNS,Page 4,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E003,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,AC002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AC001,TRANSFERS_TO,Page 5,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E003,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,ORG001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AC002,HELD_BY,Page 5,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E003,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,ORG002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AC001,TRANSFERS_TO,Page 6,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,VISITED,Paragraph 2,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,VISITED,Paragraph 3,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P003,VISITED,Paragraph 4,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P004,OBSERVED_AT,Paragraph 5,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E004,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,V001,LOCATED_AT,Row 5,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E004,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,V002,LOCATED_AT,Row 9,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,V001,OBSERVED_AT,Paragraph 6,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E006,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,L005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,L002,NEAR,Paragraph 1,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E006,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,ORG002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P003,EMPLOYS,Paragraph 2,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E006,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,ORG001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P004,EMPLOYS,Paragraph 3,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E006,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,ORG002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ORG001,ASSOCIATED_WITH,Paragraph 4,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,P002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,ASSOCIATED_WITH,Paragraph 2,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E006,nan,nan,nan,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,P003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,ASSOCIATED_WITH,Paragraph 2,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,P003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,ASSOCIATED_WITH,Paragraph 7,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E002,nan,nan,nan,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,PH003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,USES_PHONE,Row 31,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,L003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,VISITED,Paragraph 8,nan,nan,nan,nan,nan,nan,nan,nan
relationships,C-TEST-2026-001,nan,E005,nan,nan,nan,nan,nan,nan,nan,nan,nan,REJECTED,nan,nan,nan,P001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P004,CALLS,Paragraph 9,nan,nan,nan,nan,nan,nan,nan,nan
review_queue,C-TEST-2026-001,P005,E001,,,R001,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ENTITY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,93,Possible duplicate person name,Check against Rahul Mehta,nan,nan,nan
review_queue,C-TEST-2026-001,P001,E005,,,R002,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RELATIONSHIP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,P003,78,Possible association from field note,Requires officer verification,nan,nan,nan
review_queue,C-TEST-2026-001,P001,E002,,,R003,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RELATIONSHIP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P001,PH003,72,Possible phone association,Verify ownership before accepting,nan,nan,nan
review_queue,C-TEST-2026-001,P002,E005,,,R004,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RELATIONSHIP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P002,L003,69,Possible location relationship,Low confidence,nan,nan,nan
review_queue,C-TEST-2026-001,,E005,L002,,R005,nan,nan,nan,nan,nan,nan,VERIFIED,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,LOCATION,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,91,Location reviewed,Accepted existing warehouse,nan,nan,nan
review_queue,C-TEST-2026-001,,E005,,EV009,R006,nan,nan,nan,nan,nan,nan,PENDING,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,EVENT,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,82,Possible observation,Needs verification,nan,nan,nan
review_queue,C-TEST-2026-001,P004,E005,,,R007,nan,nan,nan,nan,nan,nan,REJECTED,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,RELATIONSHIP,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,P004,P001,42,Unsupported by evidence,Rejected by investigator,nan,nan,nan
review_queue,C-TEST-2026-001,P005,E001,,,R008,nan,nan,nan,nan,nan,nan,EDITED,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ENTITY,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,93,Alias correction,Merged/linked with Rahul Mehta after review,nan,nan,nan
test_cases,nan,nan,nan,nan,nan,nan,T001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Login,Login as investigator,Dashboard opens
test_cases,nan,nan,nan,nan,nan,nan,T002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Case,Open Project Northstar,Case workspace loads
test_cases,nan,nan,nan,nan,nan,nan,T003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Evidence,Open E001 metadata,"Source, hash and status displayed"
test_cases,nan,nan,nan,nan,nan,nan,T004,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Evidence Processing,Process E001,Entity and relationship findings are generated
test_cases,nan,nan,nan,nan,nan,nan,T005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Review,Open R001,Duplicate review screen opens
test_cases,nan,nan,nan,nan,nan,nan,T006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Review,Accept a valid finding,Status becomes VERIFIED and trusted data updates
test_cases,nan,nan,nan,nan,nan,nan,T007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Review,Edit R008,Edited value is retained with audit trail
test_cases,nan,nan,nan,nan,nan,nan,T008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Review,Reject R007,Rejected item does not appear in trusted graph
test_cases,nan,nan,nan,nan,nan,nan,T009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Network,Open Rahul node,Connected verified entities are shown
test_cases,nan,nan,nan,nan,nan,nan,T010,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Network Analytics,Calculate centrality,Computed metric appears
test_cases,nan,nan,nan,nan,nan,nan,T011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Network Analytics,Find Rahul to Amit path,Shortest verified path is returned
test_cases,nan,nan,nan,nan,nan,nan,T012,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GIS,Open L002,Map centers on Industrial Warehouse
test_cases,nan,nan,nan,nan,nan,nan,T013,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GIS,Open Rahul observations,Verified location observations appear
test_cases,nan,nan,nan,nan,nan,nan,T014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Timeline,Filter 2026-08-12,Relevant verified events appear
test_cases,nan,nan,nan,nan,nan,nan,T015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AI Investigator,Ask how Rahul connects to Amit,Answer cites verified relationship/path
test_cases,nan,nan,nan,nan,nan,nan,T016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AI Investigator,Ask where Rahul was observed,Answer links to GIS observations
test_cases,nan,nan,nan,nan,nan,nan,T017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AI Investigator,Ask what needs review,Pending review items are returned
test_cases,nan,nan,nan,nan,nan,nan,T018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,AI Investigator,Ask for conflicts,ISS001 is surfaced
test_cases,nan,nan,nan,nan,nan,nan,T019,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Reports,Generate case report,Verified findings included; rejected/pending findings excluded from factual findings
test_cases,nan,nan,nan,nan,nan,nan,T020,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Audit,Review case actions,"Upload, review and report actions are logged"
